a1; 18 November 2022 07:03:14; 5; 1
b1; 18 November 2022 07:04:49; 2; 1
a1; 18 November 2022 07:59:07; 2; 12
a1; 18 November 2022 08:05:55; 2; 10
a1; 18 November 2022 08:15:33; 2; 2
a1; 18 November 2022 08:17:42; 2; 0
a1; 18 November 2022 08:19:21; 2; 10
a1; 18 November 2022 08:24:45; 2; 0
a1; 18 November 2022 08:27:43; 2; 10
a1; 18 November 2022 08:29:30; 10; 36
